insertId,jsonPayload.blockHash,jsonPayload.builderEntry,jsonPayload.builderPubkey,jsonPayload.contentLength,jsonPayload.duration,jsonPayload.error,"jsonPayload.""gzip-req""",jsonPayload.level,jsonPayload.method,jsonPayload.mevBoostV,jsonPayload.msg,jsonPayload.numWaiting,jsonPayload.optBlocksInFlight,jsonPayload.parentHash,jsonPayload.profile,jsonPayload.proposerPubkey,jsonPayload.pubkey,jsonPayload.service,jsonPayload.slot,jsonPayload.tx,jsonPayload.ua,jsonPayload.value,jsonPayload.version,"labels.""compute.googleapis.com/resource_name""","labels.""k8s-pod/app""","labels.""k8s-pod/pod-template-hash""","labels.""k8s-pod/project""",logName,receiveLocation,receiveTimestamp,receivedLocation,resource.labels.cluster_name,resource.labels.container_name,resource.labels.location,resource.labels.namespace_name,resource.labels.pod_name,resource.labels.project_id,resource.type,severity,timestamp
xgh77v0tplpzq928,0x1be4076fcdf6692bcc25476c9fff68da0f5645ab0db878bda0a609d90f39e5ad,,,,,,,info,getHeader,-,bid delivered,,,0xff540a481885da0916af298748638eb6e5e72ad24fed69ffe93cb434bc690dcd,,,0x92d96433dc038c9e16118e4fdf784d9c789318df0cfd7773ef4f6cfad7e82189462ac448f378f7c273a58ab3f468bf0b,relay/api,6097258,,Go-http-client/2.0,88317416673577620,,gke-midori-olympic-pool-51363abb-2o8m,proposer-api,78c4486fb8,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:11.522446358Z,,midori,proposer-api,europe-west1-b,default,proposer-api-78c4486fb8-qblzz,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:09Z
mv3ixuee7li7nsw6,0x1be4076fcdf6692bcc25476c9fff68da0f5645ab0db878bda0a609d90f39e5ad,,,,,,,info,getHeader,-,bid delivered,,,0xff540a481885da0916af298748638eb6e5e72ad24fed69ffe93cb434bc690dcd,,,0x92d96433dc038c9e16118e4fdf784d9c789318df0cfd7773ef4f6cfad7e82189462ac448f378f7c273a58ab3f468bf0b,relay/api,6097258,,Go-http-client/2.0,88317416673577620,,gke-midori-olympic-pool-51363abb-2o8m,proposer-api,78c4486fb8,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:11.522446358Z,,midori,proposer-api,europe-west1-b,default,proposer-api-78c4486fb8-qblzz,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:09Z
b0d6osjd1pc7p8by,0x1be4076fcdf6692bcc25476c9fff68da0f5645ab0db878bda0a609d90f39e5ad,,,,,,,info,getHeader,-,bid delivered,,,0xff540a481885da0916af298748638eb6e5e72ad24fed69ffe93cb434bc690dcd,,,0x92d96433dc038c9e16118e4fdf784d9c789318df0cfd7773ef4f6cfad7e82189462ac448f378f7c273a58ab3f468bf0b,relay/api,6097258,,Go-http-client/2.0,88317416673577620,,gke-midori-olympic-pool-51363abb-2o8m,proposer-api,78c4486fb8,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:11.522446358Z,,midori,proposer-api,europe-west1-b,default,proposer-api-78c4486fb8-qblzz,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:09Z
46erkii6l8nxz46v,0x1be4076fcdf6692bcc25476c9fff68da0f5645ab0db878bda0a609d90f39e5ad,,,,,,,info,getHeader,-,bid delivered,,,0xff540a481885da0916af298748638eb6e5e72ad24fed69ffe93cb434bc690dcd,,,0x92d96433dc038c9e16118e4fdf784d9c789318df0cfd7773ef4f6cfad7e82189462ac448f378f7c273a58ab3f468bf0b,relay/api,6097258,,Go-http-client/2.0,88317416673577620,,gke-midori-olympic-pool-51363abb-d2dh,proposer-api,78c4486fb8,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:13.093410443Z,,midori,proposer-api,europe-west1-b,default,proposer-api-78c4486fb8-xxbhn,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:09Z
1xkptwdgeis2uylt,0x1be4076fcdf6692bcc25476c9fff68da0f5645ab0db878bda0a609d90f39e5ad,,,,,,,info,getHeader,-,bid delivered,,,0xff540a481885da0916af298748638eb6e5e72ad24fed69ffe93cb434bc690dcd,,,0x92d96433dc038c9e16118e4fdf784d9c789318df0cfd7773ef4f6cfad7e82189462ac448f378f7c273a58ab3f468bf0b,relay/api,6097258,,Go-http-client/2.0,88317416673577620,,gke-midori-olympic-pool-51363abb-d2dh,proposer-api,78c4486fb8,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:13.093410443Z,,midori,proposer-api,europe-west1-b,default,proposer-api-78c4486fb8-xxbhn,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:09Z
h2t292jbq1w4nrzt,0x1be4076fcdf6692bcc25476c9fff68da0f5645ab0db878bda0a609d90f39e5ad,,,,,,,info,getHeader,-,bid delivered,,,0xff540a481885da0916af298748638eb6e5e72ad24fed69ffe93cb434bc690dcd,,,0x92d96433dc038c9e16118e4fdf784d9c789318df0cfd7773ef4f6cfad7e82189462ac448f378f7c273a58ab3f468bf0b,relay/api,6097258,,Go-http-client/2.0,88317416673577620,,gke-midori-olympic-pool-51363abb-d2dh,proposer-api,78c4486fb8,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:08.061297732Z,,midori,proposer-api,europe-west1-b,default,proposer-api-78c4486fb8-xxbhn,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:06Z
aasxoopzz693lwt9,0x1be4076fcdf6692bcc25476c9fff68da0f5645ab0db878bda0a609d90f39e5ad,,,,,,,info,getHeader,-,bid delivered,,,0xff540a481885da0916af298748638eb6e5e72ad24fed69ffe93cb434bc690dcd,,,0x92d96433dc038c9e16118e4fdf784d9c789318df0cfd7773ef4f6cfad7e82189462ac448f378f7c273a58ab3f468bf0b,relay/api,6097258,,node-fetch/1.0 (+https://github.com/bitinn/node-fetch),88317416673577620,,gke-midori-olympic-pool-51363abb-8l9o,proposer-api,78c4486fb8,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:07.986987230Z,,midori,proposer-api,europe-west1-b,default,proposer-api-78c4486fb8-7tjwc,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:05Z
uvy5yk39e44hyhrp,0x1be4076fcdf6692bcc25476c9fff68da0f5645ab0db878bda0a609d90f39e5ad,,,,,,,info,getHeader,-,bid delivered,,,0xff540a481885da0916af298748638eb6e5e72ad24fed69ffe93cb434bc690dcd,,,0x92d96433dc038c9e16118e4fdf784d9c789318df0cfd7773ef4f6cfad7e82189462ac448f378f7c273a58ab3f468bf0b,relay/api,6097258,,node-fetch/1.0 (+https://github.com/bitinn/node-fetch),88317416673577620,,gke-midori-olympic-pool-51363abb-d2dh,proposer-api,78c4486fb8,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:08.061297732Z,,midori,proposer-api,europe-west1-b,default,proposer-api-78c4486fb8-xxbhn,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:04Z
4ni69l2nxvl6a7f5,0x1be4076fcdf6692bcc25476c9fff68da0f5645ab0db878bda0a609d90f39e5ad,,,,,,,info,getHeader,-,bid delivered,,,0xff540a481885da0916af298748638eb6e5e72ad24fed69ffe93cb434bc690dcd,,,0x92d96433dc038c9e16118e4fdf784d9c789318df0cfd7773ef4f6cfad7e82189462ac448f378f7c273a58ab3f468bf0b,relay/api,6097258,,node-fetch/1.0 (+https://github.com/bitinn/node-fetch),88317416673577620,,gke-midori-olympic-pool-51363abb-2o8m,proposer-api,78c4486fb8,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:06.490680933Z,,midori,proposer-api,europe-west1-b,default,proposer-api-78c4486fb8-qblzz,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:04Z
v9szlpq42dbj3wg5,0x1be4076fcdf6692bcc25476c9fff68da0f5645ab0db878bda0a609d90f39e5ad,,,,,,,info,getHeader,-,bid delivered,,,0xff540a481885da0916af298748638eb6e5e72ad24fed69ffe93cb434bc690dcd,,,0x92d96433dc038c9e16118e4fdf784d9c789318df0cfd7773ef4f6cfad7e82189462ac448f378f7c273a58ab3f468bf0b,relay/api,6097258,,node-fetch/1.0 (+https://github.com/bitinn/node-fetch),88317416673577620,,gke-midori-olympic-pool-51363abb-8l9o,proposer-api,78c4486fb8,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:07.986987230Z,,midori,proposer-api,europe-west1-b,default,proposer-api-78c4486fb8-7tjwc,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:03Z
ikhq463qfp2ua6b9,0x1be4076fcdf6692bcc25476c9fff68da0f5645ab0db878bda0a609d90f39e5ad,,,,,,,info,getHeader,-,bid delivered,,,0xff540a481885da0916af298748638eb6e5e72ad24fed69ffe93cb434bc690dcd,,,0x92d96433dc038c9e16118e4fdf784d9c789318df0cfd7773ef4f6cfad7e82189462ac448f378f7c273a58ab3f468bf0b,relay/api,6097258,,node-fetch/1.0 (+https://github.com/bitinn/node-fetch),88317416673577620,,gke-midori-olympic-pool-51363abb-8l9o,proposer-api,78c4486fb8,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:07.986987230Z,,midori,proposer-api,europe-west1-b,default,proposer-api-78c4486fb8-7tjwc,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:03Z
f13wpgzo4kx840t7,0x1be4076fcdf6692bcc25476c9fff68da0f5645ab0db878bda0a609d90f39e5ad,,,,,,,info,getHeader,-,bid delivered,,,0xff540a481885da0916af298748638eb6e5e72ad24fed69ffe93cb434bc690dcd,,,0x92d96433dc038c9e16118e4fdf784d9c789318df0cfd7773ef4f6cfad7e82189462ac448f378f7c273a58ab3f468bf0b,relay/api,6097258,,node-fetch/1.0 (+https://github.com/bitinn/node-fetch),88317416673577620,,gke-midori-olympic-pool-51363abb-d2dh,proposer-api,78c4486fb8,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:03.085473637Z,,midori,proposer-api,europe-west1-b,default,proposer-api-78c4486fb8-xxbhn,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:02Z
cdvb3r1b6x3pd00e,0x1be4076fcdf6692bcc25476c9fff68da0f5645ab0db878bda0a609d90f39e5ad,,,,,,,info,getHeader,-,bid delivered,,,0xff540a481885da0916af298748638eb6e5e72ad24fed69ffe93cb434bc690dcd,,,0x92d96433dc038c9e16118e4fdf784d9c789318df0cfd7773ef4f6cfad7e82189462ac448f378f7c273a58ab3f468bf0b,relay/api,6097258,,node-fetch/1.0 (+https://github.com/bitinn/node-fetch),88317416673577620,,gke-midori-olympic-pool-51363abb-2o8m,proposer-api,78c4486fb8,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:06.490680933Z,,midori,proposer-api,europe-west1-b,default,proposer-api-78c4486fb8-qblzz,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:02Z
8kqjqo3txy3r1v1w,0x1be4076fcdf6692bcc25476c9fff68da0f5645ab0db878bda0a609d90f39e5ad,,,,,,,info,getHeader,-,bid delivered,,,0xff540a481885da0916af298748638eb6e5e72ad24fed69ffe93cb434bc690dcd,,,0x92d96433dc038c9e16118e4fdf784d9c789318df0cfd7773ef4f6cfad7e82189462ac448f378f7c273a58ab3f468bf0b,relay/api,6097258,,node-fetch/1.0 (+https://github.com/bitinn/node-fetch),88317416673577620,,gke-midori-olympic-pool-51363abb-d2dh,proposer-api,78c4486fb8,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:03.085473637Z,,midori,proposer-api,europe-west1-b,default,proposer-api-78c4486fb8-xxbhn,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:01Z
3ksxhdigkk6vtfey,0x1be4076fcdf6692bcc25476c9fff68da0f5645ab0db878bda0a609d90f39e5ad,,,,,,,info,getHeader,-,bid delivered,,,0xff540a481885da0916af298748638eb6e5e72ad24fed69ffe93cb434bc690dcd,,,0x92d96433dc038c9e16118e4fdf784d9c789318df0cfd7773ef4f6cfad7e82189462ac448f378f7c273a58ab3f468bf0b,relay/api,6097258,,node-fetch/1.0 (+https://github.com/bitinn/node-fetch),88317416673577620,,gke-midori-olympic-pool-51363abb-d2dh,proposer-api,78c4486fb8,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:03.085473637Z,,midori,proposer-api,europe-west1-b,default,proposer-api-78c4486fb8-xxbhn,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:01Z
zl500dmu4prhcznw,,,,,,,,info,,,updated expected prev_randao to 0x30459cac029ff6235ab75b89526d793a5059649829f3b7a75080236a115f6232 for slot 6097259,,,,,,,relay/api,6097258,,,,,gke-midori-olympic-pool-51363abb-2o8m,proposer-api,78c4486fb8,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:01.522908358Z,,midori,proposer-api,europe-west1-b,default,proposer-api-78c4486fb8-qblzz,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:00Z
yrrzib3956wyw9uh,,,,,,,,info,,,updating randao...,,,,,,,relay/api,6097258,,,,,gke-midori-olympic-pool-51363abb-2o8m,builder-api,855d777575,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:01.526583314Z,,midori,builder-api,europe-west1-b,default,builder-api-855d777575-qg8hk,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:00Z
ylfx270d9nijh5ad,0x1be4076fcdf6692bcc25476c9fff68da0f5645ab0db878bda0a609d90f39e5ad,,,,,,,info,getHeader,-,bid delivered,,,0xff540a481885da0916af298748638eb6e5e72ad24fed69ffe93cb434bc690dcd,,,0x92d96433dc038c9e16118e4fdf784d9c789318df0cfd7773ef4f6cfad7e82189462ac448f378f7c273a58ab3f468bf0b,relay/api,6097258,,python-requests/2.25.1,88317416673577620,,gke-midori-olympic-pool-51363abb-d2dh,proposer-api,78c4486fb8,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:03.085473637Z,,midori,proposer-api,europe-west1-b,default,proposer-api-78c4486fb8-xxbhn,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:00Z
ya92znuhyi8nfdnw,,,,,,,,info,,,updating randao...,,,,,,,relay/api,6097258,,,,,gke-midori-olympic-pool-51363abb-d2dh,proposer-api,78c4486fb8,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:03.085473637Z,,midori,proposer-api,europe-west1-b,default,proposer-api-78c4486fb8-xxbhn,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:00Z
x5y7ucaedpd9hahb,0x2475a4c7e0b033397e553b0da9931217478c765a43c80be6e5b597e15605172a,,,,,,,info,getHeader,-,bid delivered,,,0xff540a481885da0916af298748638eb6e5e72ad24fed69ffe93cb434bc690dcd,,,0x92d96433dc038c9e16118e4fdf784d9c789318df0cfd7773ef4f6cfad7e82189462ac448f378f7c273a58ab3f468bf0b,relay/api,6097258,,Go-http-client/2.0,88264567590205028,,gke-midori-olympic-pool-51363abb-8l9o,proposer-api,78c4486fb8,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:03.068348681Z,,midori,proposer-api,europe-west1-b,default,proposer-api-78c4486fb8-7tjwc,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:00Z
w4cz91k2q3ojx0o3,0x2475a4c7e0b033397e553b0da9931217478c765a43c80be6e5b597e15605172a,,,,,,,info,getHeader,-,bid delivered,,,0xff540a481885da0916af298748638eb6e5e72ad24fed69ffe93cb434bc690dcd,,,0x92d96433dc038c9e16118e4fdf784d9c789318df0cfd7773ef4f6cfad7e82189462ac448f378f7c273a58ab3f468bf0b,relay/api,6097258,,python-requests/2.25.1,88264567590205028,,gke-midori-olympic-pool-51363abb-d2dh,proposer-api,78c4486fb8,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:03.085473637Z,,midori,proposer-api,europe-west1-b,default,proposer-api-78c4486fb8-xxbhn,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:00Z
w25njvmvw3hasn71,0x1be4076fcdf6692bcc25476c9fff68da0f5645ab0db878bda0a609d90f39e5ad,,,,,,,info,getHeader,-,bid delivered,,,0xff540a481885da0916af298748638eb6e5e72ad24fed69ffe93cb434bc690dcd,,,0x92d96433dc038c9e16118e4fdf784d9c789318df0cfd7773ef4f6cfad7e82189462ac448f378f7c273a58ab3f468bf0b,relay/api,6097258,,python-requests/2.25.1,88317416673577620,,gke-midori-olympic-pool-51363abb-d2dh,proposer-api,78c4486fb8,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:03.085473637Z,,midori,proposer-api,europe-west1-b,default,proposer-api-78c4486fb8-xxbhn,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:00Z
vea1inmazd4vlrl5,0x1be4076fcdf6692bcc25476c9fff68da0f5645ab0db878bda0a609d90f39e5ad,,,,,,,info,getHeader,-,bid delivered,,,0xff540a481885da0916af298748638eb6e5e72ad24fed69ffe93cb434bc690dcd,,,0x92d96433dc038c9e16118e4fdf784d9c789318df0cfd7773ef4f6cfad7e82189462ac448f378f7c273a58ab3f468bf0b,relay/api,6097258,,python-requests/2.25.1,88317416673577620,,gke-midori-olympic-pool-51363abb-2o8m,proposer-api,78c4486fb8,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:01.522908358Z,,midori,proposer-api,europe-west1-b,default,proposer-api-78c4486fb8-qblzz,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:00Z
v22s6mfg7cnpdhta,0x1be4076fcdf6692bcc25476c9fff68da0f5645ab0db878bda0a609d90f39e5ad,,,,,,,info,getHeader,-,bid delivered,,,0xff540a481885da0916af298748638eb6e5e72ad24fed69ffe93cb434bc690dcd,,,0x92d96433dc038c9e16118e4fdf784d9c789318df0cfd7773ef4f6cfad7e82189462ac448f378f7c273a58ab3f468bf0b,relay/api,6097258,,python-requests/2.25.1,88317416673577620,,gke-midori-olympic-pool-51363abb-d2dh,proposer-api,78c4486fb8,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:03.085473637Z,,midori,proposer-api,europe-west1-b,default,proposer-api-78c4486fb8-xxbhn,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:00Z
u5e69ev5f6t3b4tb,0xa50384243959534c0df2d48b92df118beacb0a7c4c405455158ce11b53c1b25d,,0x96a59d355b1f65e270b29981dd113625732539e955a1beeecbc471dd0196c4804574ff871d47ed34ff6d921061e9fc27,114145,0.147590064,,,info,submitNewBlock,,block validation successful,1,,0xff540a481885da0916af298748638eb6e5e72ad24fed69ffe93cb434bc690dcd,,0x92d96433dc038c9e16118e4fdf784d9c789318df0cfd7773ef4f6cfad7e82189462ac448f378f7c273a58ab3f468bf0b,,relay/api,6097258,153,,87814742087168773,,gke-midori-olympic-pool-51363abb-2o8m,builder-api,855d777575,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:01.526583314Z,,midori,builder-api,europe-west1-b,default,builder-api-855d777575-qg8hk,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:00Z
rq5g61pe9rx1terv,0x2475a4c7e0b033397e553b0da9931217478c765a43c80be6e5b597e15605172a,,,,,,,info,getHeader,-,bid delivered,,,0xff540a481885da0916af298748638eb6e5e72ad24fed69ffe93cb434bc690dcd,,,0x92d96433dc038c9e16118e4fdf784d9c789318df0cfd7773ef4f6cfad7e82189462ac448f378f7c273a58ab3f468bf0b,relay/api,6097258,,python-requests/2.25.1,88264567590205028,,gke-midori-olympic-pool-51363abb-d2dh,proposer-api,78c4486fb8,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:03.085473637Z,,midori,proposer-api,europe-west1-b,default,proposer-api-78c4486fb8-xxbhn,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:00Z
rprtsk8c1a036hc5,0x1be4076fcdf6692bcc25476c9fff68da0f5645ab0db878bda0a609d90f39e5ad,,,,,,,info,getHeader,-,bid delivered,,,0xff540a481885da0916af298748638eb6e5e72ad24fed69ffe93cb434bc690dcd,,,0x92d96433dc038c9e16118e4fdf784d9c789318df0cfd7773ef4f6cfad7e82189462ac448f378f7c273a58ab3f468bf0b,relay/api,6097258,,python-requests/2.27.1,88317416673577620,,gke-midori-olympic-pool-51363abb-2o8m,proposer-api,78c4486fb8,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:01.522908358Z,,midori,proposer-api,europe-west1-b,default,proposer-api-78c4486fb8-qblzz,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:00Z
r8roviqknfm3drl9,0x1be4076fcdf6692bcc25476c9fff68da0f5645ab0db878bda0a609d90f39e5ad,,,,,,,info,getHeader,-,bid delivered,,,0xff540a481885da0916af298748638eb6e5e72ad24fed69ffe93cb434bc690dcd,,,0x92d96433dc038c9e16118e4fdf784d9c789318df0cfd7773ef4f6cfad7e82189462ac448f378f7c273a58ab3f468bf0b,relay/api,6097258,,Python/3.10 aiohttp/3.8.4,88317416673577620,,gke-midori-olympic-pool-51363abb-2o8m,proposer-api,78c4486fb8,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:01.522908358Z,,midori,proposer-api,europe-west1-b,default,proposer-api-78c4486fb8-qblzz,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:00Z
qz514qtumz1soq2x,,,,,,,,info,,,updating randao...,,,,,,,relay/api,6097258,,,,,gke-midori-olympic-pool-51363abb-8l9o,data-api,6767cd8d5c,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:02.996726502Z,,midori,data-api,europe-west1-b,default,data-api-6767cd8d5c-mjqcl,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:00Z
qspute3wmyhkdi3b,0x2475a4c7e0b033397e553b0da9931217478c765a43c80be6e5b597e15605172a,,,,,,,info,getHeader,-,bid delivered,,,0xff540a481885da0916af298748638eb6e5e72ad24fed69ffe93cb434bc690dcd,,,0x92d96433dc038c9e16118e4fdf784d9c789318df0cfd7773ef4f6cfad7e82189462ac448f378f7c273a58ab3f468bf0b,relay/api,6097258,,Go-http-client/2.0,88264567590205028,,gke-midori-olympic-pool-51363abb-8l9o,proposer-api,78c4486fb8,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:03.068348681Z,,midori,proposer-api,europe-west1-b,default,proposer-api-78c4486fb8-7tjwc,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:00Z
qrs7xkzso2cpr3nm,0x2475a4c7e0b033397e553b0da9931217478c765a43c80be6e5b597e15605172a,,,,,,,info,getHeader,-,bid delivered,,,0xff540a481885da0916af298748638eb6e5e72ad24fed69ffe93cb434bc690dcd,,,0x92d96433dc038c9e16118e4fdf784d9c789318df0cfd7773ef4f6cfad7e82189462ac448f378f7c273a58ab3f468bf0b,relay/api,6097258,,python-requests/2.25.1,88264567590205028,,gke-midori-olympic-pool-51363abb-2o8m,proposer-api,78c4486fb8,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:01.522908358Z,,midori,proposer-api,europe-west1-b,default,proposer-api-78c4486fb8-qblzz,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:00Z
q0w6r3w2ejnxa0lv,0x1be4076fcdf6692bcc25476c9fff68da0f5645ab0db878bda0a609d90f39e5ad,,,,,,,info,getHeader,-,bid delivered,,,0xff540a481885da0916af298748638eb6e5e72ad24fed69ffe93cb434bc690dcd,,,0x92d96433dc038c9e16118e4fdf784d9c789318df0cfd7773ef4f6cfad7e82189462ac448f378f7c273a58ab3f468bf0b,relay/api,6097258,,node-fetch/1.0 (+https://github.com/bitinn/node-fetch),88317416673577620,,gke-midori-olympic-pool-51363abb-d2dh,proposer-api,78c4486fb8,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:03.085473637Z,,midori,proposer-api,europe-west1-b,default,proposer-api-78c4486fb8-xxbhn,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:00Z
p3mc5ru1p7bijkd0,,,,,,,,info,,,updating randao...,,,,,,,relay/api,6097258,,,,,gke-midori-olympic-pool-51363abb-d2dh,data-api,6767cd8d5c,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:03.064246700Z,,midori,data-api,europe-west1-b,default,data-api-6767cd8d5c-z9vzh,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:00Z
ojx1uz2x048tzyp4,,,,,,,,info,,,updated expected prev_randao to 0x30459cac029ff6235ab75b89526d793a5059649829f3b7a75080236a115f6232 for slot 6097259,,,,,,,relay/api,6097258,,,,,gke-midori-olympic-pool-51363abb-d2dh,data-api,6767cd8d5c,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:03.064246700Z,,midori,data-api,europe-west1-b,default,data-api-6767cd8d5c-z9vzh,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:00Z
ojdlgeckvjamvqci,,,,,,,,info,,,updated expected prev_randao to 0x30459cac029ff6235ab75b89526d793a5059649829f3b7a75080236a115f6232 for slot 6097259,,,,,,,relay/api,6097258,,,,,gke-midori-olympic-pool-51363abb-8l9o,builder-api,855d777575,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:03.047582078Z,,midori,builder-api,europe-west1-b,default,builder-api-855d777575-tfd4b,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:00Z
o4kb3xok4931zxaj,0x1be4076fcdf6692bcc25476c9fff68da0f5645ab0db878bda0a609d90f39e5ad,,,,,,,info,getHeader,-,bid delivered,,,0xff540a481885da0916af298748638eb6e5e72ad24fed69ffe93cb434bc690dcd,,,0x92d96433dc038c9e16118e4fdf784d9c789318df0cfd7773ef4f6cfad7e82189462ac448f378f7c273a58ab3f468bf0b,relay/api,6097258,,node-fetch/1.0 (+https://github.com/bitinn/node-fetch),88317416673577620,,gke-midori-olympic-pool-51363abb-8l9o,proposer-api,78c4486fb8,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:03.068348681Z,,midori,proposer-api,europe-west1-b,default,proposer-api-78c4486fb8-7tjwc,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:00Z
o2wk2j6yn34megs6,0x1be4076fcdf6692bcc25476c9fff68da0f5645ab0db878bda0a609d90f39e5ad,,,,,,,info,getHeader,-,bid delivered,,,0xff540a481885da0916af298748638eb6e5e72ad24fed69ffe93cb434bc690dcd,,,0x92d96433dc038c9e16118e4fdf784d9c789318df0cfd7773ef4f6cfad7e82189462ac448f378f7c273a58ab3f468bf0b,relay/api,6097258,,python-requests/2.25.1,88317416673577620,,gke-midori-olympic-pool-51363abb-d2dh,proposer-api,78c4486fb8,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:03.085473637Z,,midori,proposer-api,europe-west1-b,default,proposer-api-78c4486fb8-xxbhn,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:00Z
m0j7ri1dx3sm0fei,0x1be4076fcdf6692bcc25476c9fff68da0f5645ab0db878bda0a609d90f39e5ad,,,,,,,info,getHeader,-,bid delivered,,,0xff540a481885da0916af298748638eb6e5e72ad24fed69ffe93cb434bc690dcd,,,0x92d96433dc038c9e16118e4fdf784d9c789318df0cfd7773ef4f6cfad7e82189462ac448f378f7c273a58ab3f468bf0b,relay/api,6097258,,python-requests/2.25.1,88317416673577620,,gke-midori-olympic-pool-51363abb-8l9o,proposer-api,78c4486fb8,relay,projects/ultra-sound-relay/logs/stdout,,2023-03-28T08:12:03.068348681Z,,midori,proposer-api,europe-west1-b,default,proposer-api-78c4486fb8-7tjwc,ultra-sound-relay,k8s_container,INFO,2023-03-28T08:12:00Z
